airport,dep_time_blk,recommended_buffer_min,mean_alpha,pct_alpha_below_02,event_count,data_source
RDU,1200-1259,18.6,9.873576020957808,0.266,2802,cell
RDU,1300-1359,19.0,10.682082936460201,0.318,2230,cell
RDU,1400-1459,19.4,11.762000278424741,0.295,1932,cell
RDU,1500-1559,20.5,11.943268350035076,0.301,2709,cell
RDU,1600-1659,20.6,11.90343396291201,0.332,2247,cell
RDU,1700-1759,20.6,10.872699204227,0.34,3346,cell
RDU,1800-1859,18.4,9.419708450688635,0.404,3503,cell
RDU,1900-1959,15.2,7.240086008970222,0.477,2740,cell
RDU,2000-2059,11.5,4.952944149536705,0.574,1223,cell
RDU,2100-2159,13.2,5.208259690198597,0.529,361,cell
RDU,2200-2259,16.0,5.538994019250537,0.553,123,cell
RDU,2300-2359,18.2,9.172250965199622,0.401,6,airport_fallback
RFD,0800-0859,25.1,14.617758195962788,0.234,8,airport_fallback
RFD,0900-0959,14.1,6.697478991596639,0.529,17,cell
RFD,1000-1059,25.1,14.617758195962788,0.234,7,airport_fallback
RFD,1100-1159,118.2,55.54545454545455,0.0,11,cell
RFD,1200-1259,16.8,11.127942832817416,0.205,73,cell
RFD,1300-1359,20.7,12.407828661657362,0.116,43,cell
RFD,1400-1459,25.1,14.617758195962788,0.234,6,airport_fallback
RFD,1500-1559,11.2,4.693406593406594,0.429,14,cell
RFD,1600-1659,18.2,7.8625,0.3,10,cell
RFD,1700-1759,25.1,14.617758195962788,0.234,3,airport_fallback
RFD,1800-1859,25.1,14.617758195962788,0.234,5,airport_fallback
RFD,1900-1959,16.3,7.854640787910407,0.4,20,cell
RFD,2000-2059,21.8,7.116331781024314,0.139,36,cell
RFD,2100-2159,13.8,11.017430359495577,0.391,46,cell
RHI,0600-0659,24.1,11.544349430578151,0.21,290,cell
RHI,1000-1059,16.4,6.7550664501774005,0.386,241,cell
RHI,1100-1159,19.6,7.931372549019608,0.382,34,cell
RHI,1300-1359,11.4,5.746237880928233,0.617,128,cell
RHI,1400-1459,19.2,8.05687064169282,0.383,2,airport_fallback
RHI,1800-1859,9.3,2.6528655895094255,0.658,73,cell
RIC,0001-0559,12.0,5.876076560255664,0.613,605,cell
RIC,0600-0659,16.0,6.811181175400223,0.563,2448,cell
RIC,0700-0759,17.0,6.80663849994868,0.564,796,cell
RIC,0800-0859,10.6,4.1443142075209956,0.639,607,cell
RIC,0900-0959,17.2,9.914825091877166,0.341,411,cell
RIC,1000-1059,16.0,6.8643505922448025,0.387,688,cell
RIC,1100-1159,17.0,8.417564108422754,0.312,926,cell
RIC,1200-1259,17.6,9.040653594199378,0.273,933,cell
RIC,1300-1359,21.2,11.686722866774828,0.284,721,cell
RIC,1400-1459,25.4,13.882661707477395,0.257,377,cell
RIC,1500-1559,16.6,9.100750034580718,0.349,905,cell
RIC,1600-1659,15.0,7.010481661434616,0.36,875,cell
RIC,1700-1759,17.5,11.036745129386432,0.406,734,cell
RIC,1800-1859,19.2,9.444778042775793,0.421,1131,cell
RIC,1900-1959,14.4,7.524950477468938,0.491,862,cell
RIC,2000-2059,6.0,2.0107519125368,0.682,425,cell
RIC,2100-2159,15.0,4.9242084077894575,0.484,91,cell
RIC,2200-2259,2.0,0.7762237762237761,0.692,13,cell
RIW,0001-0559,11.8,6.71941437838177,0.522,276,cell
RIW,1300-1359,12.8,6.452864782276547,0.429,35,cell
RIW,1400-1459,12.4,12.452323773760089,0.482,257,cell
RKS,0001-0559,14.0,8.714653422570702,0.545,268,cell
RKS,1300-1359,10.3,11.598663345081746,0.508,122,cell
RKS,1400-1459,17.2,22.254761612311373,0.392,166,cell
RNO,0001-0559,13.8,6.13682452607604,0.54,1068,cell
RNO,0600-0659,15.5,8.143275203935572,0.518,2099,cell
RNO,0700-0759,16.0,6.996670748985225,0.49,1144,cell
RNO,0800-0859,18.4,9.263656402222718,0.361,631,cell
RNO,0900-0959,15.6,7.561431141462788,0.358,790,cell
RNO,1000-1059,18.0,10.305471536519091,0.304,914,cell
RNO,1100-1159,17.4,10.099727719324326,0.25,600,cell
RNO,1200-1259,19.0,10.359274816600248,0.26,1007,cell
RNO,1300-1359,27.6,17.196956422803186,0.152,554,cell
RNO,1400-1459,17.0,7.651864346181907,0.395,780,cell
RNO,1500-1559,24.3,16.575463753463676,0.272,523,cell
RNO,1600-1659,15.8,11.270698942451464,0.416,681,cell
RNO,1700-1759,15.7,8.09931635556266,0.36,709,cell
RNO,1800-1859,17.6,7.099409088891602,0.437,737,cell
RNO,1900-1959,12.2,5.19331854466515,0.545,593,cell
RNO,2000-2059,17.2,7.717011953084865,0.4,503,cell
RNO,2100-2159,10.2,3.2802722703977376,0.556,151,cell
RNO,2300-2359,8.8,3.617021276595745,0.638,94,cell
ROA,0001-0559,12.9,7.439153439153439,0.5,54,cell
ROA,0600-0659,18.2,8.270347735053617,0.513,306,cell
ROA,0700-0759,15.6,6.93532010190664,0.5,156,cell
ROA,0800-0859,17.6,7.530461254065739,0.452,6,airport_fallback
ROA,0900-0959,17.6,7.530461254065739,0.452,8,airport_fallback
ROA,1000-1059,13.7,5.653677334293613,0.49,100,cell
ROA,1100-1159,15.8,6.267689255189255,0.5,30,cell
ROA,1300-1359,26.2,17.38888888888889,0.108,37,cell
ROA,1500-1559,17.7,4.230371592503154,0.272,92,cell
ROA,1600-1659,18.3,8.672651789708187,0.271,85,cell
ROA,1700-1759,19.4,8.849705453653224,0.457,341,cell
ROA,1800-1859,23.1,7.39652402786064,0.333,30,cell
ROA,1900-1959,17.6,7.530461254065739,0.452,9,airport_fallback
ROA,2000-2059,16.4,4.865877769564057,0.308,26,cell
ROA,2100-2159,2.1,1.0325326320268964,0.764,55,cell
ROC,0001-0559,20.0,7.527325218014804,0.51,398,cell
ROC,0600-0659,15.8,7.330525745516535,0.551,1756,cell
ROC,0700-0759,11.8,4.252045138841134,0.66,282,cell
ROC,0800-0859,5.2,2.5416666666666665,0.667,24,cell
ROC,0900-0959,20.3,7.75,0.393,28,cell
ROC,1000-1059,13.9,5.783015054777136,0.405,153,cell
ROC,1100-1159,14.9,6.622531657578062,0.301,874,cell
ROC,1200-1259,16.4,7.471731053248824,0.345,1120,cell
ROC,1300-1359,22.4,10.886191350832501,0.293,598,cell
ROC,1400-1459,20.6,13.415177045413579,0.309,346,cell
ROC,1500-1559,20.2,9.63801650808371,0.272,250,cell
ROC,1600-1659,21.3,10.878984114396484,0.264,273,cell
ROC,1700-1759,16.2,7.7576926773147585,0.409,985,cell
ROC,1800-1859,13.2,5.797005741458986,0.432,618,cell
ROC,1900-1959,20.2,10.904761015910744,0.466,88,cell
ROC,2000-2059,8.7,7.615170380618967,0.566,53,cell
ROC,2100-2159,17.0,7.835593129297769,0.415,8,airport_fallback
ROW,0001-0559,2.9,1.4583333333333333,0.75,48,cell
ROW,0600-0659,14.0,7.163044707750326,0.51,204,cell
ROW,1100-1159,15.6,9.10232977967728,0.522,5,airport_fallback
ROW,1200-1259,15.6,9.10232977967728,0.522,7,airport_fallback
ROW,1700-1759,15.6,9.10232977967728,0.522,4,airport_fallback
RST,0001-0559,13.0,6.962426334738069,0.539,4,airport_fallback
RST,0600-0659,12.2,6.988125196602705,0.631,187,cell
RST,0700-0759,11.8,4.484848484848484,0.424,33,cell
RST,1100-1159,10.8,6.239478077816492,0.58,88,cell
RST,1200-1259,15.5,6.622639331335317,0.318,85,cell
RST,1300-1359,17.8,8.578446115288221,0.281,32,cell
RST,1400-1459,14.9,15.8897246081862,0.375,32,cell
RST,1500-1559,13.4,9.458329681394465,0.517,58,cell
RST,1600-1659,19.3,9.61116246413064,0.419,74,cell
RST,1700-1759,4.4,1.318423488484901,0.75,40,cell
RST,1800-1859,7.6,5.100228206159545,0.654,159,cell
RSW,0001-0559,10.0,4.452807168910246,0.641,541,cell
RSW,0600-0659,16.4,6.5771498134792035,0.563,1761,cell
RSW,0700-0759,14.2,6.025077230024282,0.578,2116,cell
RSW,0800-0859,14.8,6.063434217125305,0.532,1088,cell
RSW,0900-0959,15.8,7.878532820782547,0.399,774,cell
RSW,1000-1059,19.2,9.504163511813076,0.3,1735,cell
RSW,1100-1159,21.8,10.916601073503264,0.32,2731,cell
RSW,1200-1259,19.4,9.699121649056039,0.356,2596,cell
RSW,1300-1359,17.8,8.689057061313832,0.386,1468,cell
RSW,1400-1459,18.4,9.008212140269242,0.358,1340,cell
RSW,1500-1559,18.8,9.446932425847896,0.36,1657,cell
RSW,1600-1659,20.8,10.387058845316625,0.36,1771,cell
RSW,1700-1759,19.4,10.11491901880672,0.38,2015,cell
RSW,1800-1859,18.0,9.532663190588622,0.432,1754,cell
RSW,1900-1959,14.0,6.228369378298237,0.559,2183,cell
RSW,2000-2059,15.1,6.511159644331324,0.525,914,cell
RSW,2100-2159,16.2,6.5472725201157544,0.532,340,cell
RSW,2200-2259,19.3,5.546266903758342,0.55,80,cell
SAF,0600-0659,10.9,4.707932098670744,0.658,269,cell
SAF,0700-0759,15.6,6.830708085015312,0.499,423,cell
SAF,0900-0959,15.2,8.108511749783844,0.476,2,airport_fallback
SAF,1000-1059,15.6,8.155618760638848,0.409,254,cell
SAF,1100-1159,15.2,8.108511749783844,0.476,3,airport_fallback
SAF,1200-1259,81.0,22.628417170644003,0.292,24,cell
SAF,1300-1359,15.7,9.208634061029422,0.454,304,cell
SAF,1400-1459,115.8,36.55488115171214,0.25,16,cell
SAF,1500-1559,14.3,7.554731442293244,0.25,144,cell
SAF,1600-1659,21.0,13.180689245395127,0.4,30,cell
SAF,1700-1759,26.1,9.195921605327756,0.494,154,cell
SAF,1800-1859,12.8,8.981266195415673,0.526,196,cell
SAF,1900-1959,11.8,3.980569695979354,0.464,97,cell
SAF,2100-2159,15.2,8.108511749783844,0.476,1,airport_fallback
SAN,0600-0659,14.4,6.2657350120870605,0.575,6697,cell
SAN,0700-0759,16.2,7.315259048364951,0.572,4397,cell
SAN,0800-0859,17.0,8.543907294785795,0.44,5482,cell
SAN,0900-0959,17.2,10.480817862355389,0.333,2766,cell
SAN,1000-1059,18.2,9.905351452903894,0.308,2948,cell
SAN,1100-1159,17.4,10.809364660271331,0.312,2182,cell
SAN,1200-1259,15.6,9.12608619852801,0.404,2383,cell
SAN,1300-1359,17.6,9.150583887589493,0.367,2970,cell
SAN,1400-1459,16.4,9.720401202188894,0.329,1771,cell
SAN,1500-1559,16.4,8.880579221901932,0.35,1987,cell
SAN,1600-1659,17.6,8.565390401541416,0.385,2061,cell
SAN,1700-1759,16.4,8.317314620582144,0.422,3138,cell
SAN,1800-1859,15.4,7.237591135747568,0.442,2267,cell
SAN,1900-1959,13.6,5.870097829216628,0.503,2314,cell
SAN,2000-2059,14.2,5.8816935102066665,0.536,2444,cell
SAN,2100-2159,10.8,4.775758615542792,0.621,2154,cell
SAN,2200-2259,15.2,6.051644491170864,0.545,1211,cell
SAT,0001-0559,12.8,5.977674044848463,0.594,2589,cell
SAT,0600-0659,14.8,6.877091462132921,0.575,3401,cell
SAT,0700-0759,16.6,7.5915697332155645,0.526,2745,cell
SAT,0800-0859,13.3,6.990867735922763,0.57,1208,cell
SAT,0900-0959,17.2,8.652023904703487,0.335,1006,cell
SAT,1000-1059,19.0,10.598141231904947,0.241,976,cell
SAT,1100-1159,21.0,12.049947878415699,0.216,1206,cell
SAT,1200-1259,22.6,11.575920545078025,0.262,1865,cell
SAT,1300-1359,22.5,12.500796755181112,0.241,1328,cell
SAT,1400-1459,19.0,11.076861187925223,0.317,2165,cell
SAT,1500-1559,18.4,9.604076687965923,0.28,1439,cell
SAT,1600-1659,21.2,12.47984385925834,0.327,1833,cell
SAT,1700-1759,17.6,9.472616510469699,0.424,1386,cell
SAT,1800-1859,14.4,7.04833237544413,0.487,1697,cell
SAT,1900-1959,14.4,7.4726123886255715,0.472,1425,cell
SAT,2000-2059,12.6,5.251917155541845,0.567,885,cell
SAT,2100-2159,11.8,4.822721602991872,0.566,272,cell
SAT,2200-2259,22.8,10.742096047583853,0.268,41,cell
SAV,0001-0559,14.0,6.424939262043491,0.508,465,cell
SAV,0600-0659,18.0,7.113289164060886,0.493,1495,cell
SAV,0700-0759,15.8,8.260769526545566,0.57,1227,cell
SAV,0800-0859,13.4,6.679390263675186,0.537,562,cell
SAV,0900-0959,16.4,7.660755446409589,0.417,321,cell
SAV,1000-1059,16.2,8.159679714464826,0.304,813,cell
SAV,1100-1159,22.0,10.250456987925968,0.264,1271,cell
SAV,1200-1259,17.2,8.702505481161507,0.302,1123,cell
SAV,1300-1359,20.6,10.526635662993522,0.324,777,cell
SAV,1400-1459,16.1,8.301032739286919,0.321,808,cell
SAV,1500-1559,21.6,11.888182982079872,0.271,924,cell
SAV,1600-1659,25.6,15.272704466149346,0.297,1234,cell
SAV,1700-1759,21.4,11.599597242360039,0.29,848,cell
SAV,1800-1859,14.1,5.951736915847339,0.453,1133,cell
SAV,1900-1959,14.3,6.792662153859708,0.52,954,cell
SAV,2000-2059,9.0,3.9177664348297783,0.627,515,cell
SAV,2100-2159,5.0,1.2470976994786518,0.714,42,cell
SAV,2200-2259,18.2,8.90307450154725,0.397,9,airport_fallback
SBA,0001-0559,20.9,9.236695062765811,0.476,788,cell
SBA,0600-0659,15.0,6.385878927850574,0.495,877,cell
SBA,0700-0759,24.0,11.271817363922628,0.436,78,cell
SBA,0800-0859,18.2,7.777488943528456,0.554,303,cell
SBA,0900-0959,7.3,7.651660830035399,0.612,103,cell
SBA,1000-1059,19.6,8.715616711229947,0.33,200,cell
SBA,1100-1159,16.4,7.538779341873732,0.261,264,cell
SBA,1200-1259,20.2,14.34867233407466,0.258,186,cell
SBA,1300-1359,15.5,8.363496470352388,0.432,574,cell
SBA,1400-1459,24.4,13.41996096276543,0.348,161,cell
SBA,1500-1559,19.4,11.162180705987492,0.333,291,cell
SBA,1600-1659,10.7,7.669986480196693,0.536,474,cell
SBA,1700-1759,12.3,4.636904761904762,0.393,84,cell
SBA,1800-1859,10.4,7.12208995670871,0.584,397,cell
SBA,1900-1959,7.4,3.2017992028744184,0.684,405,cell
SBA,2000-2059,49.8,15.627055028587913,0.154,26,cell
SBA,2100-2159,16.4,8.070224118234332,0.472,2,airport_fallback
SBN,0600-0659,16.5,7.2661115959109015,0.535,778,cell
SBN,0700-0759,16.6,7.035222619477364,0.54,767,cell
SBN,0800-0859,8.8,3.657887337887338,0.672,259,cell
SBN,0900-0959,11.8,4.027482185023622,0.553,206,cell
SBN,1000-1059,14.1,9.152922077922078,0.364,77,cell
SBN,1100-1159,18.0,10.257279175145564,0.294,344,cell
SBN,1200-1259,20.8,10.886637915964076,0.317,486,cell
SBN,1300-1359,19.8,9.436990655371687,0.362,547,cell
SBN,1400-1459,11.8,8.555041310895346,0.43,179,cell
SBN,1500-1559,14.0,6.022918697941922,0.438,128,cell
SBN,1600-1659,19.4,7.98188645393621,0.466,442,cell
SBN,1700-1759,16.0,8.554620033946378,0.406,576,cell
SBN,1800-1859,14.4,8.59428650946211,0.526,371,cell
SBN,1900-1959,11.3,4.638532922460961,0.587,208,cell
SBN,2000-2059,12.3,4.945526351873101,0.545,44,cell
SBN,2100-2159,6.6,3.4616769117000716,0.661,121,cell
SBN,2200-2259,14.2,5.237765640989029,0.569,58,cell
SBP,0001-0559,20.4,8.663421849178567,0.495,281,cell
SBP,0600-0659,16.0,6.929531271801787,0.515,756,cell
SBP,0700-0759,21.2,18.440104166666668,0.25,96,cell
SBP,0800-0859,23.4,10.894399587673615,0.51,204,cell
SBP,1000-1059,28.8,14.593311464176848,0.323,130,cell
SBP,1200-1259,18.9,9.748818485813034,0.39,503,cell
SBP,1300-1359,13.6,4.97432739493231,0.406,69,cell
SBP,1400-1459,16.6,7.288270092046858,0.527,281,cell
SBP,1500-1559,10.6,3.010902117678245,0.629,124,cell
SBP,1600-1659,12.8,6.800034741308696,0.469,456,cell
SBP,1700-1759,12.4,3.859871031746032,0.571,84,cell
SBP,1800-1859,16.0,7.228440406502951,0.507,203,cell
SBP,1900-1959,7.7,3.37201529162398,0.649,313,cell
SBP,2000-2059,17.4,6.068965517241379,0.345,29,cell
SCC,0800-0859,5.5,2.019579063596311,0.731,253,cell
SCC,1300-1359,2.8,1.372584350009269,0.81,1,airport_fallback
SCC,1600-1659,2.8,1.372584350009269,0.81,1,airport_fallback
SCC,1800-1859,0.0,0.5386750555144337,0.912,193,cell
SCE,0600-0659,30.8,11.137931034482758,0.552,29,cell
SCE,0800-0859,14.0,5.5756227191301395,0.575,6,airport_fallback
SCE,1000-1059,16.2,7.19923752781175,0.463,95,cell
SCE,1100-1159,6.8,3.731066411238825,0.678,90,cell
SCE,1200-1259,14.0,5.5756227191301395,0.575,2,airport_fallback
SCE,1400-1459,20.0,11.904761904761905,0.238,21,cell
SCE,1700-1759,12.6,3.2749904443382705,0.643,115,cell
SCK,0800-0859,33.0,27.38244711263579,0.094,53,cell
SCK,0900-0959,23.2,12.807242369381074,0.25,7,airport_fallback
SCK,1000-1059,20.0,13.36111111111111,0.222,18,cell
SCK,1100-1159,23.2,12.807242369381074,0.25,1,airport_fallback
SCK,1200-1259,17.8,11.956043956043958,0.385,26,cell
SCK,1300-1359,23.2,12.807242369381074,0.25,3,airport_fallback
SCK,1400-1459,28.0,12.499942078187022,0.184,38,cell
SCK,1500-1559,29.2,12.364583333333334,0.417,24,cell
SCK,1600-1659,21.6,13.6745940978182,0.156,77,cell
SCK,1700-1759,26.2,13.890601535148448,0.138,29,cell
SCK,1800-1859,23.2,12.807242369381074,0.25,5,airport_fallback
SCK,1900-1959,23.2,12.807242369381074,0.25,4,airport_fallback
SCK,2100-2159,21.7,6.71488933295618,0.37,27,cell
SCK,2200-2259,16.0,6.804697836283522,0.357,84,cell
SDF,0001-0559,13.9,7.872491850311399,0.564,518,cell
SDF,0600-0659,17.6,7.471291715478239,0.507,2329,cell
SDF,0700-0759,16.2,6.463394925407809,0.527,1691,cell
SDF,0800-0859,12.8,6.206136186485429,0.609,777,cell
SDF,0900-0959,15.8,9.403380842321521,0.381,236,cell
SDF,1000-1059,15.4,6.470012839320899,0.412,1063,cell
SDF,1100-1159,17.0,7.414846452158924,0.361,856,cell
SDF,1200-1259,18.0,9.965453714909398,0.344,1476,cell
SDF,1300-1359,22.0,10.895608955465036,0.308,1049,cell
SDF,1400-1459,18.8,9.685493639688817,0.321,1166,cell
SDF,1500-1559,16.2,8.554171686129575,0.362,1141,cell
SDF,1600-1659,22.2,13.220818345056399,0.358,1202,cell
SDF,1700-1759,15.2,7.141426912541041,0.407,1047,cell
SDF,1800-1859,12.0,6.061486233161162,0.502,1256,cell
SDF,1900-1959,10.2,4.470319741613499,0.584,827,cell
SDF,2000-2059,8.5,4.95205515161135,0.608,648,cell
SDF,2100-2159,8.9,2.407599306337297,0.619,113,cell
SEA,0001-0559,16.2,7.083019775619491,0.573,2146,cell
SEA,0600-0659,22.0,9.253810742603497,0.495,3952,cell
SEA,0700-0759,24.6,11.076701321803737,0.433,8798,cell
SEA,0800-0859,22.6,9.831599582501406,0.453,8140,cell
SEA,0900-0959,24.6,11.602485945461055,0.336,6373,cell
SEA,1000-1059,27.8,14.815598613261857,0.294,4064,cell
SEA,1100-1159,26.8,13.779806494403298,0.319,5978,cell
SEA,1200-1259,26.2,12.821455783877823,0.351,3272,cell
SEA,1300-1359,25.8,14.171083093357103,0.292,4231,cell
SEA,1400-1459,27.8,14.7139504866563,0.292,3189,cell
SEA,1500-1559,26.4,13.620319227078502,0.302,7208,cell
SEA,1600-1659,26.8,12.31514021739635,0.352,3212,cell
SEA,1700-1759,24.4,12.001496252611439,0.342,6920,cell
SEA,1800-1859,25.4,12.12492308825475,0.399,3746,cell
SEA,1900-1959,22.6,10.024758749159307,0.353,5763,cell
SEA,2000-2059,23.0,10.580701006220947,0.398,2567,cell
SEA,2100-2159,24.6,11.437758467961245,0.364,4035,cell
SEA,2200-2259,28.4,12.088715332814058,0.362,1751,cell
SEA,2300-2359,23.0,9.393616060906862,0.46,1970,cell
SFB,0001-0559,18.6,8.68157022678667,0.44,2,airport_fallback
SFB,0600-0659,9.0,5.177519798424544,0.748,1067,cell
SFB,0700-0759,16.8,6.564246046896886,0.652,382,cell
SFB,0800-0859,17.9,10.038228439387163,0.605,294,cell
SFB,0900-0959,17.1,7.032769284433525,0.423,253,cell
SFB,1000-1059,14.4,8.203381028025525,0.403,226,cell
SFB,1100-1159,15.4,7.169674002389013,0.353,320,cell
SFB,1200-1259,20.0,11.852423310739717,0.223,690,cell
SFB,1300-1359,22.6,11.617751102300327,0.188,565,cell
SFB,1400-1459,21.2,10.727409535222929,0.341,457,cell
SFB,1500-1559,23.8,11.697772450923146,0.381,506,cell
SFB,1600-1659,27.0,12.510747516069042,0.374,449,cell
SFB,1700-1759,19.0,6.867700304257155,0.351,513,cell
SFB,1800-1859,21.8,8.532903311985198,0.373,691,cell
SFB,1900-1959,15.6,6.927950849336047,0.465,456,cell
SFB,2000-2059,13.0,8.053534616941757,0.524,164,cell
SFB,2100-2159,10.5,3.764297629331891,0.609,192,cell
SFB,2200-2259,9.9,9.198234435151997,0.667,54,cell
SFO,0001-0559,15.0,6.905592548161845,0.572,3087,cell
SFO,0600-0659,18.2,7.717986985521861,0.571,4970,cell
SFO,0700-0759,19.4,8.759068959324743,0.546,6102,cell
SFO,0800-0859,22.2,10.54028434225736,0.379,7656,cell
SFO,0900-0959,21.8,10.181892376648495,0.405,4756,cell
SFO,1000-1059,18.6,10.578813766926753,0.5,3969,cell
SFO,1100-1159,20.2,10.630413459734926,0.467,3267,cell
SFO,1200-1259,22.2,11.357311718461744,0.374,1993,cell
SFO,1300-1359,24.6,13.682432243528648,0.372,4309,cell
SFO,1400-1459,24.6,13.34267831644285,0.324,2362,cell
SFO,1500-1559,24.6,13.663946011260792,0.302,1500,cell
SFO,1600-1659,23.2,12.095814187949891,0.355,7605,cell
SFO,1700-1759,22.4,11.712569011417795,0.362,1544,cell
SFO,1800-1859,23.6,11.342968142383155,0.372,3733,cell
SFO,1900-1959,24.2,11.054983596583531,0.342,3353,cell
SFO,2000-2059,19.8,8.571777722409601,0.446,2792,cell
SFO,2100-2159,23.0,10.202109601795351,0.429,3546,cell
SFO,2200-2259,23.8,10.217106911219386,0.424,3048,cell
SFO,2300-2359,22.0,9.54263009569742,0.473,1549,cell
SGF,0001-0559,14.0,7.027319682132069,0.592,566,cell
SGF,0600-0659,16.5,7.142612669799319,0.512,668,cell
SGF,0700-0759,16.3,7.081239439517489,0.5,474,cell
SGF,0800-0859,14.3,8.603794507097781,0.548,294,cell
SGF,0900-0959,16.2,7.589190955975257,0.349,347,cell
SGF,1000-1059,16.0,7.6090846749179155,0.266,357,cell
SGF,1100-1159,20.6,7.778179052663859,0.355,186,cell
SGF,1200-1259,19.2,8.610311902199099,0.205,352,cell
SGF,1300-1359,16.0,9.128337279539911,0.447,360,cell
SGF,1400-1459,18.8,11.57551196598083,0.185,417,cell
SGF,1500-1559,22.2,9.141085643048383,0.355,259,cell
SGF,1600-1659,18.2,10.485636083593752,0.291,467,cell
SGF,1700-1759,27.6,15.181474512688931,0.339,381,cell
SGF,1800-1859,15.6,6.226598188558694,0.395,281,cell
SGF,1900-1959,10.2,4.019623972797121,0.486,247,cell
SGF,2000-2059,31.8,7.8278348826580695,0.594,32,cell
SGF,2100-2159,11.8,5.141999760175058,0.533,75,cell
SGF,2200-2259,22.4,12.525641025641024,0.615,13,cell
SGU,0001-0559,16.8,7.5069567159083626,0.527,478,cell
SGU,0600-0659,16.8,6.545028409090909,0.414,440,cell
SGU,0700-0759,17.6,6.4357016880826405,0.484,126,cell
SGU,0800-0859,15.2,7.459684713216166,0.465,3,airport_fallback
SGU,0900-0959,10.4,3.5297619047619047,0.571,21,cell
SGU,1100-1159,15.6,7.410150029615104,0.45,656,cell
SGU,1200-1259,19.2,14.346320346320347,0.424,33,cell
SGU,1300-1359,14.0,5.216707640894963,0.487,634,cell
SGU,1500-1559,12.6,4.617077771990195,0.439,285,cell
SGU,1600-1659,13.2,4.253333333333334,0.44,25,cell
SGU,1700-1759,23.2,16.47727750230527,0.437,350,cell
SGU,1800-1859,8.4,2.4642857142857144,0.571,28,cell
SGU,1900-1959,12.9,5.548214946989085,0.432,88,cell
SGU,2000-2059,8.5,3.3125,0.625,32,cell
SHR,0001-0559,11.6,8.141678975674155,0.551,272,cell
SHR,1000-1059,9.4,2.6144164759725403,0.526,19,cell
SHR,1100-1159,10.4,2.9226235600148645,0.538,65,cell
SHR,1400-1459,14.8,12.370126169522093,0.433,157,cell
SHR,1500-1559,26.3,21.29536919906009,0.22,50,cell
SHV,0001-0559,12.0,6.22116071959285,0.575,254,cell
SHV,0600-0659,13.0,5.411420715493026,0.585,504,cell
SHV,0700-0759,14.2,5.679139567597877,0.505,667,cell
SHV,0800-0859,14.1,9.413389996784563,0.532,154,cell
SHV,0900-0959,5.0,2.3326023391812867,0.729,48,cell
SHV,1000-1059,24.2,15.497736512064696,0.191,298,cell
SHV,1100-1159,19.0,9.214912956762952,0.237,186,cell
SHV,1200-1259,16.2,8.95354048919507,0.382,356,cell
SHV,1300-1359,59.0,24.819355333031606,0.0,11,cell
SHV,1400-1459,17.8,8.149739930473876,0.422,109,cell
SHV,1500-1559,16.0,6.4130738052579135,0.344,61,cell
SHV,1600-1659,14.3,8.590775658914525,0.365,353,cell
SHV,1700-1759,16.5,8.444460571546596,0.428,152,cell
SHV,1800-1859,11.5,6.75038039712164,0.518,228,cell
SHV,2000-2059,9.2,3.9760855157913984,0.549,51,cell
SHV,2100-2159,21.4,8.041965973534971,0.217,23,cell
SHV,2200-2259,20.4,8.133333333333333,0.3,20,cell
SIT,0600-0659,18.6,7.505787037037036,0.528,288,cell
SIT,0700-0759,12.0,7.123233908948194,0.615,91,cell
SIT,1000-1059,14.0,4.985294117647059,0.412,68,cell
SIT,1100-1159,12.4,4.8307857334406,0.58,226,cell
SIT,1300-1359,60.4,32.76945628997868,0.0,12,cell
SIT,1900-1959,0.9,1.836392136467003,0.83,294,cell
SJC,0001-0559,18.6,7.891323031284847,0.453,298,cell
SJC,0600-0659,15.8,6.872926148924352,0.526,3841,cell
SJC,0700-0759,16.2,6.527091662683001,0.49,2367,cell
SJC,0800-0859,18.3,8.992524648743215,0.332,2058,cell
SJC,0900-0959,19.2,10.85570652727104,0.22,1799,cell
SJC,1000-1059,21.0,10.796892679074851,0.247,1547,cell
SJC,1100-1159,19.6,9.68864822992332,0.231,2208,cell
SJC,1200-1259,19.8,10.86914628670961,0.248,1289,cell
SJC,1300-1359,20.8,11.886144607549605,0.232,1613,cell
SJC,1400-1459,17.2,8.03651362709875,0.327,1643,cell
SJC,1500-1559,18.2,9.166167610942667,0.354,2036,cell
SJC,1600-1659,17.6,8.439995024478991,0.312,1156,cell
SJC,1700-1759,18.5,9.466603678494433,0.307,2048,cell
SJC,1800-1859,16.2,7.3346039736820865,0.392,1776,cell
SJC,1900-1959,16.6,7.153826443973131,0.416,1479,cell
SJC,2000-2059,16.6,6.877423534667021,0.419,1546,cell
SJC,2100-2159,13.7,5.230656576226326,0.49,524,cell
SJC,2200-2259,14.7,6.510869565217391,0.4,20,cell
SJC,2300-2359,18.0,8.603248546983174,0.357,1,airport_fallback
SJT,0001-0559,17.6,11.498982695972128,0.464,222,cell
SJT,0600-0659,12.3,3.460470085470085,0.536,28,cell
SJT,1000-1059,20.0,10.877715858180249,0.27,293,cell
SJT,1800-1859,6.8,3.9668004051887067,0.693,270,cell
SJT,2000-2059,16.3,8.48633191246528,0.473,1,airport_fallback
SJU,0001-0559,15.4,6.351698851889994,0.572,2558,cell
SJU,0600-0659,14.2,6.864566617374614,0.597,2189,cell
SJU,0700-0759,16.8,8.23689453295229,0.56,1926,cell
