airport,dep_time_blk,recommended_buffer_min,mean_alpha,pct_alpha_below_02,event_count,data_source
ABE,0001-0559,13.7,6.56,0.52,25,cell
ABE,0600-0659,14.8,9.83974187900154,0.573,379,cell
ABE,0700-0759,16.1,18.20496240601504,0.532,77,cell
ABE,0800-0859,12.2,9.303649763116336,0.659,164,cell
ABE,0900-0959,11.8,8.201324675324676,0.61,105,cell
ABE,1000-1059,12.1,5.086220299523318,0.583,48,cell
ABE,1100-1159,16.0,12.478007705275092,0.303,76,cell
ABE,1200-1259,18.6,11.519651020570171,0.251,175,cell
ABE,1300-1359,17.1,7.205230443103896,0.356,194,cell
ABE,1400-1459,19.2,11.453408111076103,0.297,158,cell
ABE,1500-1559,18.6,11.74265998989603,0.344,221,cell
ABE,1600-1659,15.2,8.16207011270531,0.375,72,cell
ABE,1700-1759,10.8,8.10891447571874,0.58,150,cell
ABE,1800-1859,7.2,2.0995039682539685,0.625,56,cell
ABE,1900-1959,10.4,6.787773542068186,0.587,63,cell
ABE,2000-2059,6.0,4.651894918364679,0.667,87,cell
ABE,2100-2159,8.3,1.6507437016153883,0.667,48,cell
ABE,2200-2259,15.2,9.297556637971159,0.479,6,airport_fallback
ABI,0001-0559,5.8,3.906360039071336,0.692,234,cell
ABI,0600-0659,16.0,7.504901960784314,0.5,102,cell
ABI,0700-0759,8.9,2.2516460905349795,0.689,45,cell
ABI,0800-0859,0.0,0.25,0.929,28,cell
ABI,0900-0959,1.8,2.411764705882353,0.824,34,cell
ABI,1000-1059,10.7,3.980871264383882,0.49,292,cell
ABI,1300-1359,12.6,5.203739589735886,0.359,223,cell
ABI,1400-1459,19.0,8.28897561354458,0.241,58,cell
ABI,1600-1659,10.0,4.129781770444162,0.561,4,airport_fallback
ABI,1800-1859,5.6,2.643721215545196,0.667,249,cell
ABI,1900-1959,0.1,0.3333333333333333,0.875,24,cell
ABQ,0001-0559,12.3,5.676071040904109,0.572,1518,cell
ABQ,0600-0659,14.4,5.813903050328904,0.529,1933,cell
ABQ,0700-0759,13.2,5.756651912764503,0.569,1611,cell
ABQ,0800-0859,9.8,4.087021006830334,0.643,888,cell
ABQ,0900-0959,17.8,14.603297105631583,0.31,242,cell
ABQ,1000-1059,16.6,10.197334880464307,0.301,562,cell
ABQ,1100-1159,17.8,8.559380628399532,0.32,776,cell
ABQ,1200-1259,21.0,12.719661397516552,0.277,1303,cell
ABQ,1300-1359,18.6,9.953083206796101,0.307,1072,cell
ABQ,1400-1459,17.8,12.172428640423625,0.232,517,cell
ABQ,1500-1559,19.6,10.732689392038624,0.295,949,cell
ABQ,1600-1659,19.3,10.573119930162878,0.323,564,cell
ABQ,1700-1759,17.3,10.42504930750481,0.318,628,cell
ABQ,1800-1859,15.0,7.284316116597033,0.46,1119,cell
ABQ,1900-1959,11.7,6.693373289742675,0.518,533,cell
ABQ,2000-2059,7.0,2.723879482407696,0.65,206,cell
ABQ,2100-2159,2.2,2.489486538997065,0.77,100,cell
ABR,0600-0659,23.8,11.675877227176501,0.226,287,cell
ABR,1000-1059,15.8,7.666666666666667,0.2,15,cell
ABR,1400-1459,16.4,8.86582878428949,0.428,292,cell
ABY,0600-0659,15.7,6.173141217564869,0.485,167,cell
ABY,0700-0759,18.0,7.354947916666667,0.388,80,cell
ABY,1200-1259,9.8,6.214284471351078,0.522,253,cell
ABY,1300-1359,8.0,5.90625,0.406,32,cell
ABY,1700-1759,11.6,4.944210470778206,0.536,166,cell
ABY,1800-1859,9.0,9.32412358882947,0.647,51,cell
ACK,1000-1059,18.4,8.296143250688706,0.256,121,cell
ACK,1100-1159,12.4,5.031251989216615,0.463,123,cell
ACK,1200-1259,23.7,15.440155703478803,0.238,277,cell
ACK,1300-1359,18.1,8.273011575802839,0.295,78,cell
ACK,1400-1459,16.2,6.707204756858589,0.396,149,cell
ACK,1500-1559,41.2,22.059169900291543,0.219,196,cell
ACK,1600-1659,23.2,13.401598157652002,0.341,252,cell
ACK,1700-1759,28.4,14.229886015670878,0.317,186,cell
ACK,1800-1859,14.4,6.938489819286602,0.578,109,cell
ACT,0001-0559,12.7,9.675003208514257,0.554,242,cell
ACT,0600-0659,10.6,4.114312706660368,0.414,29,cell
ACT,1000-1059,12.2,8.721813657754211,0.428,283,cell
ACT,1500-1559,11.0,7.488642510746553,0.53,1,airport_fallback
ACT,1800-1859,7.4,4.690543653505048,0.626,281,cell
ACT,2000-2059,11.0,7.488642510746553,0.53,1,airport_fallback
ACV,0001-0559,1.7,2.1352549889135255,0.805,82,cell
ACV,0600-0659,19.6,7.591666666666667,0.367,120,cell
ACV,0700-0759,14.7,5.375,0.375,40,cell
ACV,0800-0859,5.9,3.8322616002922913,0.714,35,cell
ACV,1200-1259,15.2,6.1865950266588206,0.474,270,cell
ACV,1400-1459,148.4,59.110524100655674,0.2,30,cell
ACV,1500-1559,10.1,9.441570881226053,0.58,174,cell
ACV,1600-1659,17.2,8.66027882325735,0.406,355,cell
ACV,1800-1859,12.8,6.794092320914845,0.575,153,cell
ACV,1900-1959,15.6,5.166666666666667,0.722,18,cell
ACY,0001-0559,14.6,6.181056056056056,0.608,222,cell
ACY,0600-0659,20.8,10.261005066572404,0.447,369,cell
ACY,0700-0759,17.0,8.470571590265987,0.436,133,cell
ACY,0800-0859,13.2,10.880952380952381,0.405,42,cell
ACY,0900-0959,15.8,6.097931785195937,0.425,106,cell
ACY,1000-1059,18.4,9.040372670807454,0.286,161,cell
ACY,1100-1159,14.4,9.030726960152268,0.449,89,cell
ACY,1200-1259,15.3,11.873933609897826,0.439,132,cell
ACY,1300-1359,20.8,12.856481793221695,0.368,136,cell
ACY,1400-1459,14.2,6.695691650702426,0.516,64,cell
ACY,1500-1559,21.0,16.433226359559406,0.413,46,cell
ACY,1600-1659,25.7,15.79211727269195,0.293,82,cell
ACY,1700-1759,15.4,8.646599702583474,0.435,170,cell
ACY,1800-1859,17.0,9.57791186295741,0.44,91,cell
ACY,1900-1959,19.9,6.626729674809225,0.471,70,cell
ACY,2000-2059,16.6,5.398708945829998,0.509,110,cell
ACY,2100-2159,7.0,3.4652056277056276,0.677,130,cell
ADK,1300-1359,43.7,26.170537010159652,0.0,2,airport_fallback
ADK,1400-1459,43.7,26.170537010159652,0.0,7,airport_fallback
ADK,1500-1559,43.7,26.170537010159652,0.0,4,airport_fallback
ADQ,0700-0759,12.8,4.472500959971538,0.541,266,cell
ADQ,0900-0959,13.2,4.995764421137555,0.56,134,cell
ADQ,1500-1559,8.2,2.791077614128721,0.662,266,cell
ADQ,1600-1659,10.2,10.413267387043804,0.655,29,cell
AEX,0001-0559,21.4,11.13039521461606,0.407,270,cell
AEX,1000-1059,26.6,13.129507226253141,0.223,251,cell
AEX,1100-1159,18.7,10.289451017725192,0.368,38,cell
AEX,1800-1859,7.6,4.686572789007856,0.616,271,cell
AGS,0001-0559,15.6,11.107862903225806,0.54,124,cell
AGS,0600-0659,12.8,6.7769284750337375,0.6,195,cell
AGS,0700-0759,13.2,6.469817134119586,0.516,219,cell
AGS,0800-0859,0.0,0.9090909090909091,0.818,11,cell
AGS,0900-0959,15.6,7.650500641274155,0.425,8,airport_fallback
AGS,1000-1059,14.2,5.369273092810014,0.386,57,cell
AGS,1100-1159,15.8,7.731109386812975,0.387,256,cell
AGS,1200-1259,17.0,8.45760102059573,0.217,92,cell
AGS,1300-1359,7.1,3.2342447734242437,0.526,38,cell
AGS,1400-1459,16.2,6.925322207093748,0.289,76,cell
AGS,1500-1559,14.4,8.836346000990144,0.352,88,cell
AGS,1600-1659,20.8,9.417477447953225,0.253,273,cell
AGS,1700-1759,14.0,6.683799659936024,0.409,66,cell
AGS,1800-1859,10.0,8.194932328236245,0.512,127,cell
AGS,1900-1959,8.0,2.0325812472551603,0.562,16,cell
AGS,2000-2059,12.2,2.460591133004926,0.655,29,cell
AGS,2100-2159,15.6,7.650500641274155,0.425,1,airport_fallback
AKN,1400-1459,10.6,4.85,0.55,20,cell
AKN,1600-1659,8.2,2.7154112554112553,0.727,3,airport_fallback
AKN,1700-1759,7.2,2.4721327967806843,0.746,142,cell
ALB,0001-0559,12.2,6.042840820647452,0.613,630,cell
ALB,0600-0659,12.0,5.266027580848486,0.63,1807,cell
ALB,0700-0759,14.4,8.371270227407123,0.569,562,cell
ALB,0800-0859,15.5,9.279043750808947,0.423,284,cell
ALB,0900-0959,14.4,5.3298789636763875,0.41,249,cell
ALB,1000-1059,20.7,14.280712267147056,0.201,219,cell
ALB,1100-1159,13.6,6.238251577730015,0.349,642,cell
ALB,1200-1259,16.8,8.29701770725902,0.346,1025,cell
ALB,1300-1359,16.8,8.721401219313796,0.304,585,cell
ALB,1400-1459,16.2,7.480296443829977,0.338,459,cell
ALB,1500-1559,22.9,12.962058369335255,0.248,250,cell
ALB,1600-1659,18.8,9.637851950947375,0.33,786,cell
ALB,1700-1759,14.9,7.3920948375713,0.414,1209,cell
ALB,1800-1859,12.2,5.338172378663274,0.549,601,cell
ALB,1900-1959,10.2,4.942944812416921,0.563,316,cell
ALB,2000-2059,11.4,4.3304627973185505,0.429,98,cell
ALB,2100-2159,15.2,7.3111616176560865,0.452,7,airport_fallback
ALB,2200-2259,15.2,7.3111616176560865,0.452,1,airport_fallback
ALO,0600-0659,18.2,7.924256048640285,0.508,126,cell
ALO,1400-1459,15.0,6.2110139795332815,0.457,1,airport_fallback
ALO,1500-1559,11.6,4.378432356778751,0.412,114,cell
ALO,1600-1659,17.8,6.153846153846154,0.308,13,cell
AMA,0001-0559,9.8,4.740957792976356,0.611,347,cell
AMA,0600-0659,11.6,4.581228070175439,0.561,310,cell
AMA,0700-0759,7.5,3.9032836125227433,0.668,184,cell
AMA,0800-0859,17.5,5.861199038765289,0.543,254,cell
AMA,0900-0959,17.0,9.957827090943553,0.337,101,cell
AMA,1000-1059,15.2,7.208291071038486,0.295,376,cell
AMA,1100-1159,15.5,6.5750374901821775,0.186,70,cell
AMA,1200-1259,19.0,10.449649995510223,0.242,359,cell
AMA,1300-1359,13.5,6.445469241645729,0.311,148,cell
AMA,1400-1459,15.0,6.323046029609661,0.354,311,cell
AMA,1500-1559,13.6,6.836472996478032,0.38,192,cell
AMA,1600-1659,12.8,7.532716420338285,0.407,425,cell
AMA,1700-1759,20.3,12.414679794988063,0.423,428,cell
AMA,1800-1859,9.2,4.153630624337583,0.553,456,cell
AMA,1900-1959,14.4,6.860656861177336,0.447,5,airport_fallback
AMA,2000-2059,1.2,0.7835919014684894,0.829,111,cell
ANC,0001-0559,22.3,9.420166691211007,0.456,2014,cell
ANC,0600-0659,18.6,7.782767684530288,0.527,855,cell
ANC,0700-0759,20.0,7.357805611483001,0.559,463,cell
ANC,0800-0859,15.2,5.966051376940811,0.567,467,cell
ANC,0900-0959,20.4,9.202289749823997,0.466,365,cell
ANC,1000-1059,26.2,11.616509419601723,0.269,731,cell
ANC,1100-1159,29.7,17.032340514975683,0.25,224,cell
ANC,1200-1259,35.4,16.264245014245013,0.263,156,cell
ANC,1300-1359,27.8,14.111865050742852,0.331,296,cell
ANC,1400-1459,30.7,17.999163532444914,0.279,355,cell
ANC,1500-1559,17.8,7.787791309701299,0.48,729,cell
ANC,1600-1659,20.0,8.285463751016314,0.479,363,cell
ANC,1700-1759,24.8,13.49850138425243,0.396,409,cell
ANC,1800-1859,20.8,11.012095334682082,0.422,341,cell
ANC,1900-1959,25.6,10.802129905840747,0.376,346,cell
ANC,2000-2059,21.1,8.598459273206489,0.418,110,cell
ANC,2100-2159,23.4,9.796651180797523,0.378,82,cell
ANC,2200-2259,19.3,7.414605614973262,0.519,187,cell
ANC,2300-2359,19.4,7.747564790764791,0.504,500,cell
APN,1000-1059,16.6,6.612903225806452,0.452,31,cell
APN,1400-1459,14.2,7.485862123109256,0.404,245,cell
APN,1500-1559,13.6,6.724532895830434,0.453,1,airport_fallback
APN,1700-1759,11.4,5.480258143353572,0.497,175,cell
APN,1800-1859,9.6,9.3125,0.688,16,cell
ASE,0700-0759,21.0,7.768119270870966,0.506,350,cell
ASE,0800-0859,22.2,8.822596017044846,0.522,247,cell
ASE,0900-0959,19.1,8.929954982846164,0.445,220,cell
ASE,1000-1059,27.7,15.91776735378316,0.359,217,cell
ASE,1100-1159,21.2,9.992007216888707,0.383,261,cell
ASE,1200-1259,49.4,22.22666758138814,0.289,270,cell
ASE,1300-1359,21.7,9.128256879793222,0.482,602,cell
ASE,1400-1459,25.6,16.787174464543583,0.426,258,cell
ASE,1500-1559,42.6,17.969654703626027,0.29,293,cell
ASE,1600-1659,46.2,19.442118430748266,0.319,135,cell
ASE,1700-1759,42.4,25.643790468790467,0.152,66,cell
ASE,1800-1859,28.3,12.128489520938166,0.375,253,cell
ASE,1900-1959,21.1,9.873969628796,0.492,132,cell
ASE,2000-2059,27.0,7.71957671957672,0.381,42,cell
ATL,0001-0559,19.0,8.21746753672141,0.529,1617,cell
ATL,0600-0659,19.5,8.291094636509209,0.536,3323,cell
ATL,0700-0759,22.6,9.957143620485358,0.439,9095,cell
ATL,0800-0859,24.0,12.366711471356362,0.281,15863,cell
ATL,0900-0959,23.8,12.363864936321884,0.266,16810,cell
ATL,1000-1059,23.0,12.089053720586382,0.291,13388,cell
ATL,1100-1159,23.0,12.605022835447677,0.253,16610,cell
ATL,1200-1259,24.2,14.008247343683248,0.235,13252,cell
ATL,1300-1359,25.6,14.399105060753419,0.218,11825,cell
ATL,1400-1459,26.0,14.54489623024281,0.222,12365,cell
ATL,1500-1559,27.8,15.013292491823892,0.256,17890,cell
ATL,1600-1659,27.0,14.421061676457064,0.272,14740,cell
ATL,1700-1759,27.4,14.38364206166406,0.273,12467,cell
ATL,1800-1859,27.4,14.344174498893755,0.297,11440,cell
ATL,1900-1959,28.4,14.329675289627547,0.311,15442,cell
ATL,2000-2059,29.6,14.479111323832702,0.322,11944,cell
ATL,2100-2159,30.2,14.590717462307099,0.329,13955,cell
ATL,2200-2259,29.8,14.468997218801544,0.341,14724,cell
ATL,2300-2359,28.8,13.848664872895338,0.384,2081,cell
ATW,0001-0559,14.6,6.668639456269931,0.519,464,cell
ATW,0600-0659,19.6,8.531624589893198,0.474,1092,cell
ATW,0700-0759,18.4,9.61888100068351,0.487,439,cell
ATW,0800-0859,12.9,4.55607678616832,0.71,138,cell
ATW,0900-0959,12.9,9.322633417678366,0.418,182,cell
ATW,1000-1059,17.1,9.0,0.667,24,cell
ATW,1100-1159,16.6,12.3324464255841,0.351,174,cell
ATW,1200-1259,16.4,7.918550480470042,0.489,270,cell
ATW,1300-1359,24.3,15.675486276905804,0.353,85,cell
ATW,1400-1459,17.8,12.683514335485887,0.396,192,cell
ATW,1500-1559,22.4,13.160459168661788,0.388,276,cell
ATW,1600-1659,17.4,9.679537981959122,0.367,477,cell
ATW,1700-1759,17.8,13.29352713595387,0.424,229,cell
ATW,1800-1859,4.3,4.902653401010034,0.716,183,cell
ATW,1900-1959,17.6,9.31396375404145,0.467,8,airport_fallback
ATW,2000-2059,17.6,9.31396375404145,0.467,2,airport_fallback
ATW,2100-2159,17.6,9.31396375404145,0.467,2,airport_fallback
ATY,0001-0559,28.3,14.0,0.146,89,cell
ATY,1800-1859,21.8,12.519196783241727,0.483,89,cell
AUS,0001-0559,14.8,6.090389721150698,0.562,2934,cell
AUS,0600-0659,16.4,6.8813869469425635,0.552,4488,cell
AUS,0700-0759,19.8,8.540943455411496,0.491,4372,cell
AUS,0800-0859,19.0,9.691687170813749,0.387,3109,cell
AUS,0900-0959,19.0,10.80685396728355,0.302,2220,cell
AUS,1000-1059,21.0,11.056590425436701,0.262,2368,cell
AUS,1100-1159,25.0,14.379862230460684,0.2,2202,cell
AUS,1200-1259,23.8,14.001071770032071,0.218,3918,cell
AUS,1300-1359,23.2,13.863256992331621,0.204,3216,cell
AUS,1400-1459,22.4,13.027719643759918,0.27,3913,cell
AUS,1500-1559,26.2,13.746314024852701,0.266,3974,cell
AUS,1600-1659,25.0,13.405994317767806,0.248,3662,cell
AUS,1700-1759,25.8,12.472670029577918,0.304,3004,cell
AUS,1800-1859,24.2,10.811097284378473,0.368,3129,cell
AUS,1900-1959,21.6,9.48797577834327,0.42,3294,cell
AUS,2000-2059,14.8,6.988426979517864,0.511,1969,cell
AUS,2100-2159,12.6,4.922690830447122,0.548,1171,cell
AUS,2200-2259,19.6,9.435100536494902,0.454,636,cell
AUS,2300-2359,21.4,10.830088365318934,0.357,1,airport_fallback
AVL,0001-0559,17.8,10.989485918037154,0.467,244,cell
AVL,0600-0659,15.6,6.408423515985169,0.564,822,cell
AVL,0700-0759,14.6,8.067050847114583,0.551,486,cell
AVL,0800-0859,11.6,5.93504992917706,0.588,194,cell
AVL,0900-0959,17.0,12.280578784924963,0.321,156,cell
AVL,1000-1059,17.6,9.215714120377642,0.284,535,cell
AVL,1100-1159,18.0,8.800948620301089,0.313,377,cell
AVL,1200-1259,16.0,8.870170533692374,0.29,507,cell
AVL,1300-1359,20.7,11.43613898126473,0.245,559,cell
AVL,1400-1459,18.4,9.178686982780826,0.297,536,cell
AVL,1500-1559,19.4,9.57508091298449,0.216,490,cell
AVL,1600-1659,20.8,11.786882110316242,0.307,732,cell
AVL,1700-1759,17.6,7.920863263270123,0.425,607,cell
AVL,1800-1859,15.6,6.983488084059702,0.369,580,cell
AVL,1900-1959,14.8,6.890690510189647,0.48,654,cell
AVL,2000-2059,4.8,2.2446193687186553,0.724,87,cell
AVL,2100-2159,6.2,14.103938683177732,0.714,91,cell
AVL,2200-2259,17.2,4.901945256112062,0.556,27,cell
AVP,0001-0559,15.2,8.77698637216395,0.444,3,airport_fallback
AVP,0600-0659,20.0,8.080815073352971,0.48,354,cell
AVP,0700-0759,11.9,25.417687074829935,0.56,84,cell
AVP,0800-0859,15.2,8.77698637216395,0.444,1,airport_fallback
AVP,1000-1059,15.2,8.77698637216395,0.444,5,airport_fallback
AVP,1100-1159,15.6,6.366251906246661,0.344,93,cell
AVP,1200-1259,16.0,6.6371090448013526,0.357,143,cell
AVP,1300-1359,25.1,10.38888888888889,0.278,18,cell
AVP,1500-1559,15.2,8.77698637216395,0.444,6,airport_fallback
AVP,1600-1659,9.0,5.26076849049822,0.459,37,cell
AVP,1700-1759,10.6,8.738811836973646,0.417,211,cell
AVP,1800-1859,13.4,6.6626889589993326,0.413,155,cell
AVP,1900-1959,15.2,8.77698637216395,0.444,6,airport_fallback
AZA,0001-0559,20.2,9.364435604177741,0.486,4,airport_fallback
AZA,0600-0659,15.2,5.6845945945945955,0.611,370,cell
AZA,0700-0759,18.4,6.709812217380481,0.57,488,cell
AZA,0800-0859,18.3,7.375598261526832,0.546,315,cell
AZA,0900-0959,25.2,10.898052734634277,0.454,108,cell
AZA,1000-1059,17.0,9.164179104477611,0.418,67,cell
AZA,1100-1159,11.2,5.294875776397515,0.435,69,cell
AZA,1200-1259,21.9,11.793333333333335,0.267,90,cell
AZA,1300-1359,15.8,9.61022793903051,0.388,49,cell
AZA,1400-1459,34.2,15.455191251694135,0.302,149,cell
AZA,1500-1559,26.2,15.689703055032568,0.282,213,cell
AZA,1600-1659,25.0,14.302970023174105,0.51,98,cell
AZA,1700-1759,12.9,16.504959555899404,0.452,42,cell
AZA,1800-1859,17.2,14.36610428258741,0.375,32,cell
AZA,1900-1959,40.8,30.343589743589742,0.385,13,cell
AZA,2000-2059,19.0,5.6735761460976715,0.5,30,cell
AZA,2100-2159,25.6,8.997142916252896,0.438,16,cell
AZA,2200-2259,2.3,2.95614300472255,0.727,22,cell
AZO,0001-0559,13.1,10.462474645030426,0.385,174,cell
AZO,0600-0659,19.4,9.546000624089869,0.391,220,cell
AZO,0700-0759,12.8,6.223529411764706,0.294,17,cell
AZO,0800-0859,13.4,6.631031041676308,0.463,4,airport_fallback
AZO,0900-0959,13.4,6.631031041676308,0.463,2,airport_fallback
AZO,1000-1059,9.8,3.817093078783726,0.547,139,cell
AZO,1100-1159,12.8,8.326195845370542,0.324,136,cell
AZO,1200-1259,16.2,5.941075261648847,0.427,131,cell
AZO,1400-1459,11.6,8.707885304659499,0.516,31,cell
AZO,1700-1759,11.2,5.480637104459985,0.538,93,cell
AZO,1800-1859,9.2,3.0719657706839163,0.553,217,cell
AZO,1900-1959,4.1,2.4023219191058067,0.778,54,cell
BDL,0001-0559,12.4,6.133993753198488,0.607,1286,cell
BDL,0600-0659,13.6,5.8599601426675,0.585,2612,cell
BDL,0700-0759,15.4,6.3115784569086815,0.564,1454,cell
BDL,0800-0859,14.8,6.630667745098219,0.526,959,cell
BDL,0900-0959,14.8,7.124885260765733,0.409,587,cell
BDL,1000-1059,18.0,8.512467543847421,0.291,498,cell
BDL,1100-1159,18.4,9.923070823966812,0.274,1040,cell
BDL,1200-1259,20.0,9.90776051965712,0.28,1321,cell
BDL,1300-1359,18.4,10.149609219191884,0.256,1067,cell
BDL,1400-1459,18.5,11.622024736539142,0.28,1008,cell
BDL,1500-1559,20.8,12.177553492875784,0.292,981,cell
BDL,1600-1659,18.6,10.398558881473233,0.338,1134,cell
BDL,1700-1759,17.1,8.587125663879794,0.384,1683,cell
BDL,1800-1859,14.6,7.287740238890417,0.465,1025,cell
BDL,1900-1959,12.9,5.786111073393822,0.53,894,cell
BDL,2000-2059,13.6,5.142045505493474,0.545,255,cell
BDL,2100-2159,14.4,5.158061687923524,0.61,82,cell
BDL,2200-2259,16.8,8.143069630011853,0.43,6,airport_fallback
BET,0900-0959,11.8,5.433333333333334,0.4,10,cell
BET,1200-1259,7.8,2.8104570343309945,0.607,173,cell
BET,1300-1359,10.8,4.876314173651583,0.532,111,cell
BET,1900-1959,15.7,5.687791394551121,0.355,287,cell
BET,2000-2059,13.0,4.704133206312199,0.463,6,airport_fallback
BFF,0900-0959,11.6,5.6719322344322345,0.554,56,cell
BFF,1000-1059,8.0,4.290730546604607,0.597,154,cell
BFF,1800-1859,14.0,8.681642135113663,0.535,256,cell
BFL,0001-0559,13.4,7.963026927225957,0.65,412,cell
BFL,0600-0659,14.4,6.327521856131446,0.548,673,cell
BFL,0700-0759,14.2,8.224617941220897,0.546,3,airport_fallback
BFL,0800-0859,14.2,8.224617941220897,0.546,1,airport_fallback
BFL,0900-0959,11.0,11.53292637809841,0.472,53,cell
BFL,1000-1059,14.2,8.224617941220897,0.546,2,airport_fallback
BFL,1200-1259,13.0,9.142310672274933,0.448,449,cell
BFL,1300-1359,20.4,11.491624436936936,0.417,96,cell
BFL,1400-1459,107.5,68.29892915680205,0.0,17,cell
BFL,1600-1659,9.3,7.369512735326689,0.64,100,cell
BFL,1800-1859,10.3,3.6,0.7,10,cell
BFL,1900-1959,7.5,4.62022607022607,0.674,132,cell
BGM,1400-1459,10.4,7.314408602150538,0.426,155,cell
BGM,1500-1559,10.2,6.766454113528382,0.448,4,airport_fallback
BGM,1600-1659,10.2,6.766454113528382,0.448,8,airport_fallback
BGM,1700-1759,10.2,6.766454113528382,0.448,5,airport_fallback
BGR,0001-0559,14.7,6.900593149954852,0.618,275,cell
BGR,0600-0659,20.6,9.09508547008547,0.545,156,cell
BGR,0700-0759,20.8,7.382374621675296,0.515,68,cell
BGR,0800-0859,20.0,5.884615384615385,0.538,26,cell
BGR,0900-0959,21.6,7.567670178414169,0.442,43,cell
BGR,1000-1059,20.4,15.079642824797661,0.277,130,cell
BGR,1100-1159,19.1,8.557128497169648,0.313,243,cell
BGR,1200-1259,22.0,11.706306242988205,0.342,570,cell
BGR,1300-1359,13.8,5.467130815654854,0.387,181,cell
BGR,1400-1459,21.4,11.14929314094467,0.263,118,cell
BGR,1500-1559,19.6,16.21273403527706,0.32,125,cell
BGR,1600-1659,29.3,17.274540198018958,0.271,340,cell
BGR,1700-1759,14.8,9.262740666338761,0.475,366,cell
BGR,1800-1859,21.6,11.10127114570193,0.38,158,cell
BGR,1900-1959,9.3,4.998207301798772,0.598,112,cell
BGR,2000-2059,5.6,1.4375,0.75,16,cell
BHM,0001-0559,14.3,7.040496875926296,0.548,1089,cell
BHM,0600-0659,15.4,8.13504418952718,0.539,1810,cell
BHM,0700-0759,11.8,4.767649567552488,0.562,726,cell
BHM,0800-0859,11.9,4.167137932528149,0.657,338,cell
BHM,0900-0959,22.0,20.774602776279075,0.199,397,cell
BHM,1000-1059,21.2,15.087976315366795,0.226,407,cell
BHM,1100-1159,21.0,14.824591260338549,0.229,262,cell
BHM,1200-1259,18.0,10.48925800071723,0.271,251,cell
BHM,1300-1359,20.3,10.307077246232486,0.263,453,cell
BHM,1400-1459,21.6,11.891636508697,0.297,316,cell
BHM,1500-1559,23.6,14.546502694241394,0.324,568,cell
BHM,1600-1659,23.4,13.180805091792246,0.345,566,cell
BHM,1700-1759,16.6,7.491105149877685,0.398,500,cell
BHM,1800-1859,20.1,8.337601350914552,0.437,268,cell
BHM,1900-1959,9.2,4.717665976097685,0.58,362,cell
BHM,2000-2059,8.0,3.458864795918367,0.643,14,cell
BIH,1200-1259,13.2,4.1923076923076925,0.538,26,cell
BIH,1300-1359,12.3,3.6443272224143892,0.551,49,cell
BIH,1400-1459,12.3,7.624501679871628,0.55,9,airport_fallback
BIH,1600-1659,8.2,2.6941176470588237,0.612,85,cell
BIL,0001-0559,12.0,5.543008530986622,0.596,606,cell
BIL,0600-0659,14.8,8.65425225270843,0.567,497,cell
BIL,0700-0759,9.2,4.1048117276123515,0.664,449,cell
BIL,0900-0959,30.6,19.654040404040405,0.364,11,cell
BIL,1000-1059,10.2,4.166597530175914,0.556,329,cell
BIL,1100-1159,11.6,4.4775556890204005,0.505,321,cell
BIL,1200-1259,85.0,26.086505952380953,0.075,40,cell
BIL,1300-1359,26.8,23.07389724310777,0.45,20,cell
BIL,1400-1459,17.8,12.884987055996353,0.515,303,cell
BIL,1500-1559,31.1,18.65924426450742,0.474,19,cell
BIL,1600-1659,66.1,22.486187999994772,0.457,127,cell
BIL,1700-1759,15.4,9.418239988469407,0.582,340,cell
BIL,1800-1859,13.4,5.3008925003567855,0.436,280,cell
BIL,1900-1959,13.6,7.6481972616086615,0.553,2,airport_fallback
BIL,2000-2059,13.6,7.6481972616086615,0.553,4,airport_fallback
BIL,2100-2159,2.6,1.2804318488529014,0.789,19,cell
BIL,2200-2259,10.2,4.523251724932398,0.571,42,cell
BIS,0001-0559,19.6,10.402003391827673,0.482,313,cell
BIS,0600-0659,14.0,8.369671541195931,0.636,492,cell
BIS,0700-0759,13.8,4.67034841954023,0.562,192,cell
BIS,0800-0859,13.2,5.137621538049813,0.57,107,cell
BIS,0900-0959,3.8,3.440252301033756,0.75,56,cell
BIS,1100-1159,18.8,8.156453061341956,0.387,341,cell
BIS,1200-1259,18.5,7.335571375126484,0.372,145,cell
BIS,1300-1359,21.6,10.509722931240885,0.341,461,cell
BIS,1400-1459,15.6,7.081851578999306,0.398,400,cell
BIS,1500-1559,13.4,8.334581238423539,0.379,124,cell
BIS,1600-1659,18.2,9.392924136641007,0.451,6,airport_fallback
BIS,1700-1759,23.5,16.71447270310422,0.331,489,cell
BIS,1800-1859,18.2,9.392924136641007,0.451,2,airport_fallback
BIS,1900-1959,22.6,15.236357786357786,0.321,28,cell
BIS,2000-2059,11.6,3.493181818181818,0.5,30,cell
BIS,2100-2159,6.2,3.306390977443609,0.763,38,cell
BIS,2200-2259,5.3,2.094017094017094,0.718,39,cell
BJI,0600-0659,23.0,12.391827541827542,0.274,296,cell
BJI,1400-1459,12.8,8.40139899296596,0.446,298,cell
BLI,0001-0559,16.2,8.833333333333334,0.437,174,cell
BLI,0600-0659,14.1,5.50047619047619,0.554,175,cell
BLI,0700-0759,16.2,7.754455445544555,0.505,101,cell
BLI,0800-0859,18.2,7.907277780975404,0.401,292,cell
BLI,0900-0959,15.6,6.304347826086956,0.5,46,cell
BLI,1000-1059,16.4,5.818181818181818,0.364,11,cell
